pX_ptconecoreTrackPtrCorrection,p_d0,p_etcone20,pX_MultiLepton,p_sigmad0,p_TRTPID,p_numberOfInnermostPixelHits,p_ptPU30,p_deltaEta1,p_Rhad,p_Truth_isElectron
40726.43,0.093,0.042,0,0.094,0.052,1,62.52,0.008,0.0023,0
14580.94,-0.009,0.92,0,0.017,-0.29,1,8.8e-06,-0.00078,0.12,0
48930.5,0.0056,1.26,0,0.013,-0.11,1,5e-06,-0.039,0.092,0
6300.93,0.014,-1.22,0,0.035,-0.085,1,0.00065,-0.075,9.9e-05,0
6517.25,0.00062,0.95,0,0.025,-0.12,1,0.0,-0.058,0.18,0
13344.81,0.0095,1.62,0,0.045,-0.21,1,4.1e-05,0.089,0.049,0
23370.67,-0.011,0.061,1,0.022,0.76,1,0.19,-0.00077,-0.0038,1
57659.95,0.013,2.6,0,0.013,-0.084,0,3.1e-06,-0.016,2.03,0
20657.9,0.014,0.14,0,0.018,-0.27,1,7.9e-05,-0.072,0.089,0
40419.16,-0.0072,1.64,0,0.011,-0.078,1,1.1e-05,-0.0062,0.28,0
19816.34,-0.065,1.26,0,0.051,0.034,1,0.0,0.0081,0.64,0
56983.07,0.026,0.041,1,0.011,0.41,1,0.14,0.00052,0.003,1
35212.08,0.006,1.09,0,0.015,0.046,1,5.4e-05,-0.0063,0.2,0
20770.01,0.02,0.52,0,0.016,0.94,1,0.0,-0.01,0.24,0
26854.16,-0.0094,2.06,0,0.015,-0.021,1,0.0,0.011,0.088,0
15130.99,0.019,0.29,0,0.019,-0.19,1,2e-05,0.028,0.12,0
42574.1,0.018,0.78,0,0.015,-0.12,1,0.0,-0.0028,0.3,0
12214.73,0.19,-0.88,0,0.099,-0.11,1,0.0025,0.025,0.021,0
12028.25,0.029,1.49,0,0.032,0.0,1,2.1e-05,-0.0027,0.41,0
2616.94,0.19,0.71,0,0.26,0.0025,1,0.00062,0.11,0.054,0
17362.12,0.0043,2.57,0,0.018,0.092,1,3.4e-05,0.012,0.79,0
18814.5,-0.0059,0.13,1,0.019,-0.11,1,0.26,-0.001,0.034,1
18991.52,0.025,1.93,0,0.016,-0.16,1,0.00027,0.003,0.028,0
24610.04,-0.054,2.36,0,0.014,-0.075,1,4.2e-05,-0.026,0.3,0
20801.15,2.16,0.15,0,0.049,-0.06,0,2.6e-13,0.021,0.0013,0
32149.54,-0.0044,0.12,1,0.014,0.22,1,0.076,-0.00032,-0.006,1
2762.53,0.11,0.72,0,0.063,0.0,1,7.3e-06,0.0027,0.24,0
0.0,0.061,0.83,0,0.042,-0.018,1,3.6e-05,0.01,0.53,0
13943.37,-0.23,0.91,0,0.06,0.085,0,0.0,-0.001,0.42,1
31929.9,-0.021,0.27,0,0.014,-0.26,1,5e-06,-0.029,0.15,0
9041.09,0.037,-0.0011,1,0.035,0.29,1,0.49,-0.0017,-0.00061,1
48217.32,-0.0016,0.022,1,0.0079,0.0012,1,0.0,0.0004,-0.0018,1
0.0,-0.054,1.29,0,0.019,0.0,1,2e-06,0.016,0.71,0
47192.74,-0.033,0.74,0,0.014,0.16,1,1.1e-05,-0.047,0.26,0
20624.56,-0.012,0.77,0,0.021,0.043,1,9.9e-05,0.0033,0.08,0
0.0,-0.088,0.3,0,0.062,0.023,1,0.0,0.037,0.16,0
12475.01,-0.011,0.55,0,0.016,0.16,2,0.0,0.013,0.18,0
35958.89,-0.044,1.68,0,0.026,-0.15,1,1.1e-13,0.023,1.33,0
24736.2,-0.033,2.61,0,0.019,-0.059,1,0.00011,0.016,1.2,0
33829.22,0.01,0.067,1,0.018,0.27,1,0.28,-0.00093,0.013,1
289586.16,0.053,0.91,0,0.052,-0.057,1,0.00013,-0.035,0.055,0
46622.21,-0.14,1.05,0,0.016,0.0,1,2.3e-13,-0.013,0.58,0
20915.17,-0.034,0.056,1,0.032,0.69,1,1.62,0.00062,0.011,1
72106.42,0.0037,1.85,0,0.013,0.0,1,9.1e-07,-0.067,1.43,0
6650.41,0.45,1.85,0,0.12,0.072,1,0.00029,0.14,0.32,1
107332.12,0.0028,1.28,0,0.015,0.3,1,0.0,-0.0053,0.25,0
14276.19,-0.017,0.091,0,0.035,0.31,1,0.0011,-0.025,0.01,0
24717.29,0.0069,1.91,0,0.021,0.13,1,0.0,-0.066,1.23,0
15525.36,-0.032,0.13,1,0.017,0.46,1,2.21,-4.7e-05,0.019,1
60449.44,0.035,0.97,0,0.02,0.0,1,2.6e-06,0.0069,0.41,0
42723.27,-0.0012,0.15,1,0.0099,0.18,1,0.11,0.00023,-0.0012,1
35391.77,0.026,2.52,0,0.017,-0.16,1,5e-06,0.0036,1.33,0
9235.9,-0.6,0.91,0,0.046,0.02,0,0.0,-0.057,0.11,0
8701.34,-0.026,1.01,0,0.027,0.0071,1,0.0,0.016,0.32,0
34916.02,0.019,0.18,0,0.014,-0.11,1,0.0,0.042,0.1,0
27882.87,0.0092,0.98,0,0.013,-0.068,1,0.0,0.0053,0.37,0
46574.62,0.042,0.79,0,0.02,-0.22,1,6.3e-06,-0.039,0.36,0
13050.64,0.026,0.094,1,0.02,0.19,1,3.63,-0.00086,0.013,1
40409.62,-0.022,1.59,0,0.026,0.11,2,2e-05,-0.014,1.11,0
20898.56,-0.015,0.39,0,0.018,-0.1,1,0.0014,0.074,0.048,0
30844.07,0.0034,0.46,0,0.014,-0.26,1,0.0,0.093,0.029,0
35046.57,-0.054,1.54,0,0.019,-0.12,1,3.5e-05,-0.026,0.87,0
25017.57,-0.017,0.65,0,0.016,-0.16,1,0.0001,-0.0095,0.069,0
7407.38,1.59,0.44,0,0.046,-0.14,1,9.6e-14,0.018,-0.011,0
12181.65,-1.78,0.27,0,0.054,-0.042,0,3.9e-22,-0.029,0.033,0
48219.83,-0.12,0.69,0,0.016,-0.039,1,0.0,0.033,0.28,0
5599.24,0.023,2.09,0,0.02,-0.042,1,0.00026,0.03,0.2,0
8233.07,0.025,0.58,0,0.021,-0.12,1,0.00033,0.034,-0.008,0
42063.49,0.0051,0.038,1,0.0094,0.21,1,0.0,0.00052,0.0055,1
47805.89,-0.036,2.52,0,0.017,0.12,1,9.7e-05,-0.024,0.22,0
39839.04,-0.88,1.28,0,0.046,0.0,0,0.0,-0.1,0.6,0
0.0,-0.0073,1.26,0,0.027,-0.052,1,0.00066,-0.044,0.21,0
9576.75,0.0013,1.3,0,0.035,-0.32,1,0.00035,-0.032,-0.0075,0
30076.7,-0.0079,0.22,0,0.019,0.25,1,0.62,-0.0022,0.051,1
17486.23,-0.014,2.02,0,0.014,-0.093,1,0.0,-0.0084,0.63,0
40978.99,-0.013,2.87,0,0.016,-0.34,1,0.0,-0.079,2.37,0
17462.48,-0.2,0.75,0,0.02,-0.044,1,2.1e-15,0.02,-0.0019,0
0.0,-0.48,0.13,0,0.35,0.0,0,0.0,0.066,0.04,1
2503.67,0.15,0.013,1,0.054,0.2,2,4.12,-0.0031,-0.031,1
29622.39,-0.015,0.016,1,0.016,0.0,1,0.0,-0.0003,-0.011,1
23430.15,0.0083,0.16,1,0.014,0.11,1,0.0,0.0022,-0.0051,1
39277.5,-0.0092,1.51,0,0.011,-0.21,1,0.0,0.0084,1.6,0
6979.39,0.047,0.89,0,0.049,-0.063,1,0.00011,0.058,0.0056,0
42225.92,0.0096,0.63,0,0.014,0.0,1,1.9e-06,0.0021,0.34,0
22296.29,-0.75,1.3,0,0.31,0.0,0,3.4e-21,-0.011,0.21,1
126350.32,0.014,0.82,0,0.0083,-0.17,1,3.4e-07,0.024,0.67,0
39282.94,0.016,1.36,0,0.014,-0.18,1,3.2e-05,-0.00039,0.4,0
50328.16,0.0025,0.98,0,0.016,-0.19,1,1.2e-05,-0.0071,0.37,0
35006.5,-0.016,0.12,1,0.013,-0.031,1,0.51,-0.00078,0.0049,1
13088.71,0.0098,0.028,1,0.058,0.039,1,8.5e-05,0.00015,-0.00011,1
56690.74,-0.017,0.64,0,0.012,0.46,1,0.0,0.041,0.18,0
49397.52,0.012,0.58,0,0.015,0.0,1,4.2e-06,0.084,0.22,0
22536.2,-0.39,0.39,0,0.014,-0.1,1,0.0,0.0048,0.057,0
21010.19,-0.0019,0.92,0,0.017,-0.044,1,9.2e-06,0.041,0.77,0
39549.55,-0.0048,2.93,0,0.017,0.17,1,1.5e-05,-0.0045,1.41,0
10125.88,0.1,1.52,0,0.03,-0.12,0,0.0,-0.01,0.42,0
36763.31,0.008,1.24,0,0.038,-0.055,1,0.00011,-0.093,0.46,0
21604.9,0.027,0.73,0,0.016,-0.062,1,0.0,-0.072,0.35,0
61919.8,0.01,4.03,0,0.024,0.0046,1,2.1e-05,0.0034,3.09,0
25421.27,0.0089,0.37,0,0.022,0.061,1,1.3e-05,-0.015,0.24,0
12485.52,0.013,2.69,0,0.014,-0.2,1,0.0,0.017,1.61,0
13305.18,-0.018,0.023,0,0.012,-0.24,1,0.0,-0.025,-0.0071,0
46754.34,0.0078,0.75,0,0.016,-0.079,1,2.6e-06,0.02,0.13,0
42605.13,-0.00068,0.45,0,0.014,-0.13,1,0.0,-0.0024,0.58,0
49728.41,-0.0093,1.0,0,0.01,-0.12,1,0.0,0.042,0.44,0
40167.69,0.013,0.053,1,0.01,0.019,1,0.042,0.00011,0.013,1
46770.69,0.0033,1.09,0,0.015,-0.066,2,0.0,-0.004,0.61,0
18869.38,-0.035,1.07,0,0.036,-0.1,1,0.0,0.029,0.15,0
70605.32,-0.024,1.45,0,0.012,-0.14,1,3.3e-06,0.0012,0.9,0
10552.69,0.034,1.29,0,0.045,-0.46,1,7.1e-05,0.016,0.43,0
38497.63,0.018,0.44,0,0.01,-0.18,1,2.5e-06,-0.04,0.28,0
15131.32,-0.086,0.63,0,0.02,0.09,1,1.4e-05,0.066,0.18,0
27106.43,-0.0088,-0.078,1,0.013,0.64,1,0.22,-0.00049,-0.055,1
44387.69,0.024,1.82,0,0.016,-0.053,1,6.7e-05,-0.054,0.8,0
13444.88,-0.003,2.12,0,0.017,-0.016,1,0.0,-0.033,0.052,0
20089.89,-3.42,2.37,0,0.11,0.013,0,0.0,-0.049,0.25,0
30817.98,0.041,0.087,1,0.012,0.064,1,0.0,-0.0005,-0.0064,1
53092.18,0.017,1.14,0,0.016,0.028,1,0.0,0.026,0.38,0
47931.25,0.0068,2.34,0,0.012,-0.27,1,0.0,0.05,0.9,0
21087.61,0.0056,0.26,1,0.018,0.23,1,0.75,0.002,0.0029,1
57555.08,-0.022,0.83,0,0.016,-0.031,1,0.0,0.0042,0.48,0
105974.71,-0.023,1.53,0,0.011,0.11,1,3.9e-05,0.011,0.36,0
1937.23,0.013,0.44,0,0.043,-0.034,1,0.0,-0.037,0.056,0
2878.95,-0.065,0.17,1,0.05,0.27,1,0.0,0.0028,0.073,1
21166.26,-0.0028,0.68,0,0.013,-0.033,1,9.9e-05,-0.042,0.19,0
17064.9,0.051,1.17,0,0.026,0.0,1,1.5e-05,-0.014,0.33,0
19691.49,0.013,0.012,1,0.014,0.12,1,0.0,0.0013,0.0022,1
26646.4,-0.0037,0.63,0,0.013,-0.064,1,0.0,0.01,0.14,0
44474.38,-0.03,0.56,0,0.013,0.021,1,1.6e-06,-0.0024,0.21,0
35399.92,-0.0074,0.14,0,0.011,-0.28,1,0.0,0.013,0.0031,0
52659.91,0.0088,2.39,0,0.011,0.00044,2,1.8e-05,0.014,0.33,0
52673.14,-0.027,0.49,0,0.011,0.034,1,0.0,-0.0031,0.15,0
50077.71,0.025,1.5,0,0.013,-0.18,1,0.0,0.019,0.37,0
33305.42,0.019,0.38,0,0.016,-0.12,1,1.9e-05,0.064,0.042,0
6978.07,0.0051,0.28,0,0.026,0.041,1,1.6e-05,-0.024,0.068,0
56535.73,-0.0085,0.98,0,0.013,-0.3,2,0.0,-0.071,0.16,0
33797.98,0.00042,-0.045,1,0.012,-0.041,1,0.19,0.00024,-0.0058,1
23594.19,0.018,0.084,0,0.014,0.78,1,0.17,-0.013,0.044,1
23084.9,-0.017,1.54,0,0.019,-0.28,1,8e-06,0.051,0.59,0
4441.25,-0.29,1.76,0,0.16,0.072,0,2.5e-12,0.052,0.14,1
13846.71,-0.046,0.39,0,0.026,0.0,2,9.2e-06,0.015,0.11,0
13502.97,-0.06,0.16,0,0.023,0.15,1,1.55,-0.0031,-0.0039,1
1770.86,0.11,1.27,0,0.04,0.33,1,0.0,-0.067,0.29,1
29976.77,0.0074,0.028,1,0.0095,0.23,2,2.37,-0.00061,-0.0034,1
3589.74,-0.13,0.12,1,0.032,0.23,1,67.59,-0.0035,-0.0013,1
42058.01,0.032,1.07,0,0.017,-0.11,1,3.4e-06,-0.021,0.17,0
34308.44,-0.011,2.2,0,0.023,0.0,1,2.1e-05,0.015,0.61,0
38870.82,-0.015,-0.04,1,0.0099,0.23,1,0.41,0.0014,-0.0047,1
88266.37,-0.02,2.1,0,0.015,-0.24,1,3.1e-05,-0.0036,1.44,0
50825.04,0.019,1.63,0,0.013,-0.075,1,0.0,0.045,1.17,0
34451.96,-0.0012,0.098,1,0.0099,0.29,1,0.22,-0.0011,-0.0028,1
24601.75,0.01,1.16,0,0.019,0.0,1,4.5e-06,-0.07,0.18,0
36358.14,-0.55,2.37,0,0.03,-0.11,0,8.7e-14,-0.074,1.62,0
30317.04,0.003,1.65,0,0.012,-0.21,1,0.0,0.01,0.5,0
55268.64,-0.0042,0.7,0,0.014,-0.16,2,0.0,0.04,0.6,0
9009.45,0.0038,0.28,0,0.017,-0.11,1,0.0,-0.026,0.19,0
34391.14,0.008,-0.043,1,0.01,0.45,2,0.0,-0.00019,-5.9e-05,1
20915.72,-0.02,1.06,0,0.023,0.19,1,6e-06,0.0016,0.12,0
10702.15,0.0081,1.68,0,0.023,-0.21,2,0.00026,-0.0037,0.64,0
29663.26,1.92,0.79,0,0.11,0.024,0,0.0,0.052,0.083,0
5110.3,1.4,0.97,0,0.6,0.15,0,0.0,-0.05,0.14,1
0.0,0.0039,0.47,0,0.039,0.0,1,0.00011,0.0035,0.017,0
35649.29,0.024,0.58,0,0.012,-0.2,1,0.0,0.0073,0.21,0
32070.26,0.011,0.031,1,0.013,0.056,1,0.4,-0.00071,0.0038,1
24560.41,-0.011,2.44,0,0.014,-0.12,1,0.0,-0.0034,1.21,0
46096.74,-0.016,1.47,0,0.014,0.0,1,0.0,-0.00011,0.66,0
35913.62,0.0071,0.71,0,0.011,0.21,1,0.0,-0.011,0.24,0
30064.41,-0.02,-0.041,1,0.014,0.22,1,0.0,0.00018,0.0022,1
45739.72,0.0095,0.73,0,0.024,-0.017,1,2.1e-05,-0.017,0.052,0
3411.11,1.25,0.21,0,0.033,-0.087,1,5.8e-14,-0.1,-0.0045,0
4753.25,0.0018,1.0,0,0.029,0.15,1,3.1e-05,0.017,0.17,0
15489.73,-0.03,0.78,0,0.041,0.0,1,0.00012,0.026,0.62,0
34920.41,0.0018,3.53,0,0.015,-0.039,1,0.0,-0.012,2.78,0
24885.81,-0.0068,0.55,0,0.014,0.14,1,1.3e-06,-0.018,0.44,0
21372.36,0.024,1.8,0,0.018,-0.17,1,0.0,0.045,1.2,0
21545.95,0.012,1.39,0,0.013,-0.18,1,2.8e-05,-0.00038,0.27,0
0.0,-0.06,0.38,0,0.22,0.0,1,0.0,0.099,0.15,0
16546.44,0.026,0.057,1,0.027,0.056,1,0.0,0.0012,-0.038,1
13342.75,-0.026,0.98,0,0.026,0.0,1,2.5e-06,-0.035,0.66,0
14642.37,-0.024,0.87,0,0.017,0.12,1,0.0,-0.0018,0.038,0
29415.32,-1.89,0.49,0,0.064,-0.15,0,1.2e-13,0.013,0.24,0
8470.11,-0.016,1.56,0,0.029,0.0,1,3.1e-13,-0.063,0.15,0
4355.75,0.63,0.44,0,0.032,0.029,1,1.1e-12,0.029,-0.0015,0
0.0,0.068,0.039,0,0.24,0.0,1,0.0,0.068,0.017,0
6514.56,-0.21,0.96,0,0.15,0.5,0,1.6e-20,0.0012,0.11,1
38950.09,-0.0079,1.15,0,0.012,-0.047,2,0.0,-0.0054,0.75,0
58899.25,0.0018,1.16,0,0.011,-0.043,2,0.0,-0.023,0.87,0
80221.59,0.001,0.64,0,0.018,0.063,1,9.9e-06,-0.014,0.1,0
38910.18,0.0023,1.31,0,0.012,-0.036,1,0.0,0.023,0.24,0
57482.5,-0.0086,1.36,0,0.027,0.51,0,0.0,0.00048,0.71,1
17356.23,-0.0073,0.56,0,0.018,0.15,1,3.1e-05,0.085,0.06,0
50131.21,0.028,1.24,0,0.014,-0.27,1,0.0,0.0094,0.65,0
8797.09,0.046,0.77,0,0.029,0.0,1,0.0,0.0059,0.38,0
16678.02,0.041,1.05,0,0.038,0.0,1,0.0,0.00052,0.8,0
8265.5,-0.0017,0.37,0,0.023,-0.06,1,0.0,0.026,0.02,0
36753.15,-0.0088,0.21,1,0.011,-0.018,1,0.53,-0.00029,0.0082,1
23626.1,-0.016,-0.031,1,0.0094,0.066,2,0.0,0.00041,0.0088,1
29442.38,0.046,0.52,0,0.022,-0.013,1,1.6e-05,-0.054,0.26,0
35374.14,-0.038,0.015,0,0.021,0.15,1,0.34,-0.0018,-0.011,1
6372.25,0.0038,0.75,0,0.018,-0.062,1,0.0,0.066,0.042,0
42282.48,0.015,1.17,0,0.015,-0.14,1,6.6e-06,0.022,0.68,0
13072.85,-0.0039,1.21,0,0.046,-0.093,2,0.00084,0.086,0.24,0
30883.53,0.075,0.4,1,0.025,0.15,1,8.9e-05,0.017,0.022,0
3101.07,0.13,-0.0086,1,0.038,0.54,2,0.0,0.0052,0.0042,1
6884.85,-0.056,0.46,0,0.023,-0.18,1,3.4e-05,-0.058,0.094,0
21883.29,0.042,0.91,0,0.013,-0.042,1,0.00018,0.034,0.13,0
62197.13,-0.019,1.26,0,0.017,0.1,1,0.0,0.024,0.73,0
70369.65,0.02,1.85,0,0.016,-0.099,1,4.1e-05,0.011,0.31,0
14450.55,0.042,0.45,0,0.023,-0.13,1,3.7e-06,0.017,0.17,0
44166.49,0.016,0.76,0,0.029,0.049,1,0.0,0.0066,0.12,0
19075.17,-0.00088,1.1,0,0.017,0.13,2,7.7e-05,-0.035,0.0072,0
46036.68,-0.021,1.41,0,0.017,0.24,1,1.5e-05,0.064,0.88,0
7254.92,0.074,0.095,1,0.05,-0.13,1,0.2,-0.00036,0.019,1
42971.44,0.0075,1.39,0,0.028,-0.16,1,5.8e-05,-0.013,0.82,0
27657.96,-0.023,0.57,0,0.014,0.08,1,0.0,-0.011,0.071,0
25710.21,-0.021,0.86,0,0.024,-0.075,1,4.9e-05,0.012,0.03,0
36324.5,0.015,0.87,0,0.027,0.0,2,2.9e-05,-0.088,0.45,0
27474.63,0.019,0.67,0,0.014,-0.011,1,3.2e-05,0.027,0.0012,0
33496.33,-0.0033,0.26,0,0.012,-0.016,1,1.1e-06,-0.0038,0.25,0
32123.07,0.0074,0.14,1,0.012,-0.069,1,0.0,0.0012,0.0033,1
48708.48,-0.018,0.35,0,0.01,-0.1,1,0.0,0.00062,0.11,0
55645.36,0.016,1.47,0,0.02,-0.065,1,0.0,0.012,1.07,0
27550.89,1.07,0.74,0,0.068,-0.34,0,1.8e-14,-0.016,0.22,0
37044.2,0.013,4.75,0,0.015,-0.051,1,4.5e-06,0.023,4.3,0
60157.61,-0.014,1.6,0,0.019,-0.01,1,4.7e-06,0.0098,0.64,0
38181.22,-9.18,2.44,0,1.43,0.044,0,8e-14,0.03,0.51,0
17246.95,-0.0054,1.14,0,0.03,-0.015,1,0.0004,0.00025,0.54,0
68697.56,-0.018,0.84,0,0.011,-0.26,1,0.0,-0.02,0.46,0
34637.12,-0.036,0.29,0,0.016,0.041,1,1.9e-05,-0.027,0.14,0
31188.72,-0.0012,0.071,1,0.014,0.44,1,0.0,-0.00085,-0.00055,1
4367.78,0.0045,0.83,0,0.022,-0.095,2,0.0,-0.052,0.27,0
31818.91,-0.011,0.64,0,0.03,-0.12,1,0.0,-0.025,0.27,0
24999.21,0.01,0.86,0,0.019,0.0,1,1.5e-05,0.026,0.57,0
26977.72,-0.011,1.57,0,0.032,-0.27,1,4e-05,-0.031,0.21,0
37621.59,0.32,1.08,0,0.065,0.15,0,0.0,-0.026,0.67,1
31988.94,0.0043,1.27,0,0.014,0.27,2,1e-05,0.038,0.26,0
7143.38,-0.014,0.5,0,0.027,0.04,1,0.0,-0.098,0.052,0
2248.3,0.0024,0.96,0,0.038,-0.011,1,0.0,-0.003,0.42,0
90725.41,0.021,1.63,0,0.01,-0.18,1,2.1e-05,0.0083,0.96,0
36017.09,-0.024,3.59,0,0.015,0.14,1,0.0,-0.054,1.59,0
34388.21,-0.013,-0.029,1,0.014,0.063,1,0.0,0.0001,0.00031,1
13127.96,0.43,1.21,0,0.038,0.0,1,2.2e-14,0.046,0.51,0
22504.28,0.012,0.93,0,0.016,0.054,1,5.3e-06,0.0084,0.42,0
19033.69,0.017,0.13,1,0.02,0.098,1,0.72,0.00094,0.0081,1
23890.42,-0.0057,0.6,0,0.016,0.0,1,7.8e-06,-0.0046,0.19,0
28750.87,-0.035,2.38,0,0.02,-0.059,1,0.00011,-0.02,1.41,0
6887.92,0.014,0.74,0,0.03,-0.34,1,2e-05,0.026,0.19,0
11472.8,0.01,2.14,0,0.052,-0.28,1,0.00023,0.11,0.16,0
0.0,-0.25,0.22,0,0.11,0.046,0,0.0,-0.012,0.011,0
43147.09,-0.017,1.53,0,0.013,0.036,1,0.0,0.037,1.33,0
35253.9,-0.002,0.016,0,0.017,0.053,1,0.0,0.0052,-0.0011,1
2541.49,-0.037,0.39,0,0.063,-0.23,1,5.9e-06,0.043,0.18,0
26888.07,-0.015,1.14,0,0.02,0.12,1,2e-06,-0.065,0.82,0
26175.39,-0.026,1.03,0,0.017,-0.072,1,1e-05,-0.014,0.55,0
18480.06,-0.014,1.67,0,0.014,-0.1,1,2.5e-06,-0.041,0.27,0
9011.6,0.047,0.2,0,0.028,-0.017,1,0.0,0.089,0.062,0
16413.46,0.004,2.18,0,0.022,-0.062,1,0.002,0.1,0.83,0
10489.47,0.0075,3.05,0,0.018,-0.19,1,0.0,-0.022,1.12,0
27820.78,-0.0017,1.29,0,0.01,-0.21,1,1.4e-06,-0.062,0.28,0
11501.88,0.035,0.051,1,0.033,0.0,1,0.0,0.00011,0.0045,1
17753.93,-0.015,3.45,0,0.028,0.19,1,0.00014,-0.016,0.14,0
3631.24,0.05,1.46,0,0.035,0.12,1,0.0,-0.044,0.64,0
32312.29,-0.032,0.37,0,0.049,-0.043,1,0.00014,0.013,0.1,0
33373.69,0.028,0.05,1,0.012,0.19,1,0.0,0.003,0.0022,1
59480.67,0.024,0.53,0,0.022,0.0,1,3.4e-05,0.01,0.25,0
9502.47,0.0093,1.09,0,0.016,-0.039,1,9.6e-06,0.063,0.48,0
0.0,0.14,0.015,0,0.057,-0.024,1,7.5e-05,0.0011,-0.012,0
35256.59,0.021,1.13,0,0.014,0.0,1,0.0,-0.0017,0.27,0
18794.22,0.0088,0.58,0,0.018,-0.22,1,0.0,0.0061,0.38,0
1306.05,-0.09,1.15,0,0.12,-0.084,1,4.9e-12,0.078,0.76,0
52137.84,0.0036,0.53,0,0.013,-0.15,1,0.0,0.011,0.46,0
15945.72,0.0017,1.3,0,0.018,-0.29,1,5e-05,0.026,0.45,0
61678.53,-0.024,1.75,0,0.012,-0.057,1,2.3e-05,-0.013,0.13,0
31027.91,0.019,-0.002,1,0.011,0.34,1,0.0,-0.00059,-0.0016,1
134617.5,-0.05,0.65,0,0.013,0.0,1,0.0,-0.095,0.26,0
42765.27,0.7,0.72,0,0.047,0.11,2,0.0,-0.007,0.31,0
14697.66,0.0062,1.02,0,0.073,0.15,0,0.00031,0.0051,0.11,1
61120.37,0.0072,0.83,0,0.011,-0.076,1,5e-06,-0.054,0.32,0
34330.16,-0.044,0.44,0,0.014,0.039,1,0.0,0.017,0.29,0
31605.16,-0.028,0.66,0,0.018,-0.14,1,1.3e-05,-0.0032,0.34,0
22480.2,0.024,1.49,0,0.017,-0.48,1,0.0,-0.02,0.36,0
68113.42,-0.033,1.25,0,0.01,-0.041,1,3.2e-06,-0.017,0.31,0
6345.6,0.049,-0.0088,1,0.036,0.12,1,0.99,-0.00083,-0.014,1
36328.11,0.0013,0.065,1,0.011,0.11,1,0.0,-7.4e-05,-0.0015,1
46961.25,0.12,1.36,0,0.024,0.0071,1,1.3e-11,0.034,0.51,0
9530.12,-0.025,-0.047,1,0.022,0.028,1,0.00061,0.00011,-0.058,1
19805.34,0.0043,1.63,0,0.02,-0.067,1,6.9e-05,0.016,0.62,0
41508.57,-0.014,1.24,0,0.011,-0.22,1,0.0,0.0057,0.86,0
33145.79,-0.0044,1.29,0,0.017,0.14,1,0.0,0.019,0.56,0
20120.76,-1.27,0.94,0,0.42,0.12,0,1.5e-12,0.0022,0.28,1
25890.03,0.0038,0.55,0,0.013,-0.22,1,5.8e-06,0.00011,-0.012,0
3676.58,0.015,0.46,0,0.026,-0.013,1,0.00011,-0.027,0.051,0
33278.64,-0.023,0.39,0,0.018,0.0,1,0.0,0.05,0.14,0
89335.48,0.027,0.51,0,0.012,0.021,1,8.9e-07,0.011,0.27,0
47776.5,0.01,0.85,0,0.0095,-0.061,1,1.4e-06,-0.072,0.49,0
30521.79,0.011,1.2,0,0.018,0.0066,1,2.4e-05,-0.11,0.21,0
5068.26,-0.014,0.23,0,0.04,-0.22,1,0.00019,0.037,-0.017,0
24391.73,-0.033,0.16,0,0.014,-0.14,1,5.4e-05,-0.00058,0.074,0
2539.84,-8.56,1.3,0,0.48,0.068,0,1.8e-12,-0.018,0.65,0
42171.62,-0.019,2.63,0,0.019,-0.069,1,6.3e-06,-0.034,1.67,0
28132.04,-0.0043,-0.011,1,0.014,0.23,1,0.23,1.8e-05,0.015,1
108118.79,-0.002,1.15,0,0.013,0.0,1,0.0,0.00024,0.83,0
41378.16,-0.085,1.42,0,0.047,0.0,1,1.5e-05,-0.0027,0.56,1
10792.27,0.023,0.15,0,0.049,0.063,1,4.4e-05,0.0037,0.0032,0
23187.6,-0.0015,0.49,0,0.016,-0.39,1,0.0,-0.0032,0.26,0
29540.41,0.011,-0.059,1,0.01,0.071,1,0.0,0.0019,-0.0029,1
30384.9,0.87,1.17,0,0.046,-0.14,0,4.8e-15,0.0012,0.79,0
27063.64,0.015,0.037,1,0.016,0.26,1,0.33,0.0012,-0.00052,1
0.0,0.018,0.13,1,0.021,-0.36,2,0.0,0.012,0.048,0
28592.34,0.015,0.59,0,0.019,0.0083,1,0.0,-0.069,0.18,0
40630.98,-0.0046,-0.002,1,0.011,0.082,1,0.061,-0.00026,0.0064,1
33811.71,-0.052,0.41,0,0.025,-0.067,1,0.0,0.0047,0.2,0
62923.08,-0.0046,1.59,0,0.014,-0.17,1,0.00014,0.0027,0.4,0
40067.26,0.01,1.12,0,0.017,0.15,1,2.3e-05,0.047,0.11,0
29117.76,0.1,0.88,0,0.017,-0.011,1,0.0,0.084,0.58,0
23259.07,0.0041,2.24,0,0.016,0.066,1,3.9e-06,-0.048,0.15,0
11190.24,0.044,2.46,0,0.015,0.052,1,6.1e-05,-0.021,0.62,0
7163.79,0.092,0.067,1,0.049,0.64,1,1.54,9.9e-05,-0.018,1
17848.29,-0.015,1.22,0,0.022,0.0,1,0.0,0.0025,0.68,0
14211.07,0.094,0.27,1,0.076,0.78,1,1.06,0.0045,0.018,1
10043.32,0.013,0.92,0,0.028,-0.055,1,0.00016,-0.016,0.0058,0
4881.19,2.67,1.53,0,0.26,0.0,0,2.3e-12,-0.037,0.32,0
26633.3,-0.0095,0.04,1,0.019,0.0,1,0.46,-0.00085,0.013,1
45089.12,-0.0075,1.24,0,0.014,-0.18,1,0.0,-0.0056,0.51,0
31374.0,-0.047,0.62,0,0.022,-0.18,1,0.0,0.085,0.19,0
